example,category,category_num
"Then the herd itself swept into view, still looking like clumsily made toys.",№3 ЛСВ 2 обзор,3
"The Range Rover's lights swept into view, illuminating the torrents of rain, the unusually dark, almost eerie gloom.",№3 ЛСВ 2 обзор,3
"Instant pullback from inside the train and –- we are in a subway tunnel (flashback continues) as – the train sweeps past our view: renee and tupelo, glowing in each other's love, become a smear of steel, flesh, and light.",№3 ЛСВ 2 обзор,3
"Sometimes when he opened his eyes, a hawk swept past the view.",№3 ЛСВ 2 обзор,3
"The stars swept slowly across the view, until the Sun's cold brightness made him blink away a tear.",№3 ЛСВ 2 обзор,3
"Looking at an average of 35,000 stars per day, he slogged on while Earth swept new fields into view as it moved around the Sun.",№3 ЛСВ 2 обзор,3
I swept my arm across the view.,№3 ЛСВ 2 обзор,3
"was that. These folks must have been here 10 or 12 years now, and he knew them just about well enough to wave back, and no more. Doctor or something, he was. Probably good enough people, in their own way, and he held nothing against them; but he thought again of that view of the lilac sky (ЛСВ 3) and how from that porch you had an unobstructed view of the sun (ЛСВ 2) coursing down over the far range of hills that ran clear up into Massachusetts. He imagined that turning on ## that kitchen light must have spoiled their view of it, or maybe they weren't even watching. He had a sick heifer in the barn next to the tractor shed, and he spent a few minutes there putting the purple salve on the udder and making sure she had fresh hay. There it was, the heavy, rich smell of summer grasses around him as he broke a bale and forked it over the top of the stall. If you put your hand to it you could feel the fine, papery flowers of the",№3 ЛСВ 2 обзор,3
"This has resulted in a distorted view of air defence, the bomber offensive and the air aspects",№3 ЛСВ 2 обзор,3
s seen from the South Rim; no contortion or adjustment to viewing angles will result in that specific view of the canyon from that particular window.,№3 ЛСВ 2 обзор,3
"Human eyes can change their focus quickly, but they lack the wide-angle views that many insects boast.",№3 ЛСВ 2 обзор,3
"Raiding our corn. Got him in the trap. That's him yelping. # ADA # You're not going to shoot him! # RUBY # I don't want him to shoot me. (of the gun) Can you fire this thing? ADA (making it clear she can't) Yes. They head towards the corn crib, bundled up against the cold. A MAN IS KNEELING AT THE CORN CRIB, perfectly caught in the art of stealing, his head forced away from view. Ruby hands Ada the gun and approaches, warily. # RUBY # Listen up – you got a barrel trained on your rear-end. # STOBROD # Get me out of this dang thing. My fist's about to drop off. # RUBY # You got a weapon? # STOBROD # No ma'am. I'm begging you. I'm already on my knees, otherwise I'd get down on them. RUBY (suddenly recognises the voice) Unbelievable! Stobrod Thewes. # STOBROD",№3 ЛСВ 2 обзор,3
"The trees were already taking shape, forcing themselves into view, the horizon as their backdrop.",№3 ЛСВ 2 обзор,3
"I wished to focus on one of the points, expand my view of it, see it in detail, but no matter what I willed, nothing happened.",№3 ЛСВ 2 обзор,3
He expanded the view on the console where he was standing.,№3 ЛСВ 2 обзор,3
"Raised up to ensure views over the canal basin, the concourse/caf area is the most exciting space in",№3 ЛСВ 2 обзор,3
"corridor, part bar, part dance-floor, with the stage in one corner, ensuring restricted view from virtually everywhere.",№3 ЛСВ 2 обзор,3
He saw himself as James Dean in Giant as he arranged his legs to ensure a good view of his new cowboy boots.,№3 ЛСВ 2 обзор,3
"The tidy, well-tended gardens, in contrast, provide a photogenic foreground and ensure an unimpeded view of the 1,600-year-old walls that are so much a part of Istanbul",№3 ЛСВ 2 обзор,3
They had chosen a table out of view in the cafe he called' their cafe'.,№3 ЛСВ 2 обзор,3
"The driver can choose two views, normal and wide, via the vehicle settings.",№3 ЛСВ 2 обзор,3
"Martha looks backward as Beale House dodges out of sight: its Gothic Revival turrets and stone tracery, its slate roof and clipped boxwood hedges, its kitchen garden and outlying buildings hidden for a moment and then springing back into view as the carriages proceed along the dappled and winding trail.",№3 ЛСВ 2 обзор,3
"Then, at last – cut to: the ghost, backing into view, staring back at the sound, unaware of Patterson's existence behind him.",№3 ЛСВ 2 обзор,3
She makes the chest incision O.S. She raises her gloves back into view – both are dripping with blood.,№3 ЛСВ 2 обзор,3
"She said it was embarrassing and tried to cover it up when we had people over, but I always eased it back into view. ",№3 ЛСВ 2 обзор,3
"Charlie's glasses pinged for danger and he blinked a few times, adjusting his view, taking in the size of the heat signature behind him.",№3 ЛСВ 2 обзор,3
These controls help adjust the view through the eye pieces.,№3 ЛСВ 2 обзор,3
"isn't lethal to people, just monkeys – Make sure your handlers use normal contagion precautions. Yeah, get some "" B &T""; samples up to us today we'll get on it. Right – She hangs up tentatively, then hurries out. PUSH IN ON: The pipecleaner mice wearing gas masks. DISSOLVE TO: MICROSCOPIC VIEW - MONKEY TISSUE A carpet of living cells takes on a spider web look. JAXX (O.S.) Liver cells. Monkey sample #053 –What do you think? INT. HOT SUITE (BL3) - NIGHT - CONTINUING ACTION Jaxx adjusts the view wearing gloves and surgical masks for Biosafety Level 3 lab. PETER JAHRLING turns the glass flask containing the cell culture under the microscope. Late 30's, garrulous, black heavy glasses; the quintessential lab scientist. # PETER # Looks like Simian to me. The infected cells have a definite spider web look. He studies the magnified image on a video monitor attached to the microscope. # PETER # What's another bug in this house anyway –? He points through a glass partition",№3 ЛСВ 2 обзор,3
"I adjust the view, magnify.",№3 ЛСВ 2 обзор,3
"the very nature of quantum perceptions created a species inclined to contemplating abstract interacting probabilities. The Homo quantus plumbed the nature of reality, but became mired in arcane ideas rather than concluding anything of immediate benefit to humanity. # The Bank Generals and CEOs kept funding the project, but the Homo quantus had become a fringe R&D investment, and eventually sought a home isolated from the bustle of politics, economics, and military theory. The project relocated to a big asteroid around Epsilon Indi, carving crystal gardens beneath its skin and calling it the Garret. # He adjusted the views from his pilot couch, watching the asteroid grow into a great, shadowed body. But instead of looming in the darkness, it became increasingly airy. Belisarius' people had webbed the surface of the Garret with small, colored lights. ",№3 ЛСВ 2 обзор,3
""" That's better, "" she muttered as the words sprang into view.",№3 ЛСВ 2 обзор,3
"As I turned the corner, the snowpatched summits of two of the Three Sisters sprang into view.",№3 ЛСВ 2 обзор,3
"The goblin sprang into view, jigging dead geranium stems out from between his toes.",№3 ЛСВ 2 обзор,3
"Shadow-Below pulled up in the predawn darkness, an hour early, and three minutes later a pair of headlights sprang into view in the south.",№3 ЛСВ 2 обзор,3
"As October winds down, Mercury springs back into view before dawn.",№3 ЛСВ 2 обзор,3
